36003021956  26.80  33.20  36.60  46.70  57.90  67.60  70.40  69.70  60.40  55.80  41.10  39.10   
36003021957  24.60  34.70  38.80  52.10  61.10  70.40  72.10  69.80  64.80  49.20  41.80  35.10   
36003021958  26.60  22.50  35.30  50.90  58.40  64.20  73.10  69.30  63.10  52.10  43.30  22.60   
36003021959  24.90  31.60  36.50  51.00  63.90  68.30  72.90  74.60  67.50  53.80  38.90  34.70   
36003021960  31.30  29.10  25.90  54.10  57.90  67.10  69.10  71.80  66.30  52.50  42.50  23.70   
36003021961  22.60  32.80  41.00  43.70  55.10  65.90  71.50  71.50  68.70  54.80  42.00  31.00   
36003021962  26.00  29.90  36.10  47.90  64.90  69.00  69.90  70.50  59.50  53.20  39.80  24.90   
36003021963  22.20  21.10  41.00  49.30  57.50  67.40  70.90  67.20  61.00  57.50  43.70  22.20   
36003021964  29.60  26.40  39.10  50.90  62.00  68.50  72.60  67.20  63.30  49.60  44.50  33.90   
36003021965  26.70  29.00  33.80  48.30  64.90  66.50  69.80  69.80  66.40  49.50  42.20  37.10   
36003021966  22.80  29.80  40.00  46.80  55.50  68.80  73.90  70.50  60.60  50.10  42.50  31.20   
36003021967  32.90  25.50  39.40  51.10  53.50  71.40  70.20  68.20  60.20  52.00  36.40  34.30   
36003021968  23.30  22.90  40.60  51.60  55.20  67.60  72.80  72.20  65.00  53.40  42.00  28.30   
36003021969  26.70  29.70  34.10  51.90  60.50  68.50  72.50  70.10  63.10  52.50  38.90  26.20   
36003021970  20.60  27.60  34.50  51.60  63.80  68.00  71.80  71.60  67.90  55.40  42.80  32.80   
36003021971  24.30  30.40  34.20  45.90  56.30  70.80  70.00  69.00  67.70  59.00  40.40  38.90   
36003021972  30.10  26.50  36.20  48.00  61.20  63.50  71.30  70.20  65.30  48.80  38.80  36.80   
36003021973  30.30  28.80  47.40  49.20  56.30  70.40  72.60  72.70  66.00  55.50  43.40  33.30   
36003021974  33.70  30.10  40.60  51.20  58.40  65.00  71.50  70.90  60.40  50.40  43.20  32.30   
36003021975  32.40  31.90  36.20  44.20  63.30  68.30  72.20  72.50  60.20  54.20  46.30  33.10   
36003021976  23.90  37.20  45.40  50.50  56.70  69.80  68.80  67.10  60.90  47.20  33.80  24.90   
36003021977  12.50  27.60  44.10  51.60  64.10  65.20  74.10  71.00  66.20  50.80  44.40  30.00   
36003021978  20.70  19.10  34.60  48.80  58.60  67.80  70.90  71.80  66.70  50.10  43.10  33.20   
36003021979  22.30  18.60  42.20  48.70  58.60  66.80  70.50  70.10  64.10  51.20  44.20  34.40   
36003021980  27.00  24.10  35.60  48.00  59.60  64.50  73.20  73.50  66.40  49.40  39.00  29.40   
36003021981  21.70  31.80  35.60  51.80  58.60  68.60  71.90  69.00  62.40  50.00  40.10  29.60   
36003021982  21.80  29.50  39.20  45.60  64.40  64.40  72.70  67.40  63.00  54.50  45.00  39.40   
36003021983  30.00  32.50  40.60  47.30  56.60  68.30  73.20  72.90  64.50  53.60  43.00  26.40   
36003021984  23.10  36.80  32.50  48.90  55.70  69.60  68.40  70.90  61.00  58.30  39.90  39.00   
36003021985  22.30  27.70  41.40  54.70  61.00  64.60  70.80  69.40  65.00  55.20  47.40  27.10   
36003021986  27.70  31.40  40.20  52.70  61.50  68.10  72.80  68.00  66.40  54.00  40.70  32.90   
36003021987  27.90  32.10  41.90  50.10  62.50  70.60  74.80  71.40  64.40  47.60  45.10  35.30   
36003021988  25.80  29.30  38.90  48.90  60.10  66.80  75.20  74.00  63.00  46.40  43.70  31.40   
36003021989  35.00  28.20  40.80  46.40  56.80  68.80  73.20  70.20  64.10  53.00  40.40  18.90   
36003021990  36.30  37.10  43.30  50.60  56.70  67.80  71.00  69.90  63.30  54.50  45.00  37.40   
36003021991  29.60  35.20  42.30  53.40  67.60  71.20  74.70  72.90  63.70  54.60  40.50  35.50   
36003021992  29.80  34.20  38.10  50.70  57.90  64.90  71.60  67.10  63.10  49.70  43.20  32.90   
36003021993  33.80  27.30  37.30  49.30  60.30  67.90  74.10  73.20  62.70  51.00  42.60  31.50   
36003021994  21.10  29.30  37.40  52.70  55.00  71.20  73.30  68.70  62.30  51.90  46.90  37.40   
36003021995  30.40  26.50  41.90  47.60  58.60  70.40  74.20  76.20  62.40  55.60  37.50  27.40   
36003021996  27.10  30.10  34.10  49.40  58.50  70.70  69.80  70.70  64.10  52.50  36.70  37.00   
36003021997  28.30  35.80  41.00  46.20  53.90  68.10  71.50  68.80  62.40  52.70  39.50  34.10   
36003021998  37.20  39.00  42.90  50.90  64.30  67.60  71.00  72.60  67.30  53.70  44.40  37.70   
36003021999  30.40  35.00  35.70  52.60  61.80  69.70  76.30  69.70  64.60  52.50  46.90  34.70   
36003022000  28.30  36.40  45.10  50.20  62.70  70.00  68.90  69.00  62.70  55.00  39.80  23.80   
36003022001  28.70  35.60  35.80  54.00  60.20  68.00  69.90  73.10  62.40  54.20  48.30  38.40   
36003022002  35.40  35.40  41.00  52.50  56.90  70.20  74.90  73.90  67.70  51.80  40.80  30.90   
36003022003  22.40  26.90  41.30  53.00  59.20  65.40  71.00  72.40  62.80  50.80  46.60  32.90   
36003022004  22.90  31.60  42.80  50.70  64.90  67.20  71.10  68.50  65.90  53.60  45.70  33.70   
36003022005  30.60  33.40  35.60  52.60  56.10  71.50  75.00  73.80  67.60  54.40  44.70  28.40   
36003022006  38.80  31.80  39.20  53.50  58.50  66.50  73.50  72.80  61.50  51.10  45.50  39.20   
36003022007  33.20  21.60  43.30  47.40  63.20  69.20  69.90  73.70  66.60  59.50  42.60  34.80   
36003022008  31.00  30.20  37.90  53.50  56.20  69.60  72.00  69.40  65.90  51.20  40.50  33.40   
36003022009  22.70  31.70  42.40  51.40  60.80  67.30  68.60  71.60  64.50  50.60  47.30  30.80   
36003022010  26.30  26.50  43.60  54.70  62.80  70.90  74.80  73.80  65.80  53.80  42.50  25.90   
36003022011  24.30  32.20  39.50  52.70  62.40  69.90  76.10  72.00  65.70  52.80  47.30  37.60   
36003022012  32.50  35.90  51.00  49.70  66.70  69.60  76.20  71.50  64.00  53.60  39.70  38.50   
36003022013  31.70  29.30  35.50  51.80  61.50  69.20  73.00  69.80  63.50  55.30  39.30  34.20   
36003022014  22.00  25.90  33.90  51.40  61.30  70.00  69.90  69.30  64.20  54.20  38.60  36.10   
36003022015  25.60  18.60  35.30  51.90  64.80  69.30  71.60  70.20  68.80  53.20  48.00  44.70   
36003022016  27.00  33.90  47.00  50.40  59.70  70.20  74.20  75.60  68.90  56.50  45.10  33.10   
36003022017  34.80  40.50  39.90  56.10  59.70  68.70  72.70  69.30  65.90  57.90  41.50  30.10   
36003022018  25.00  38.20  35.00  45.40  67.00  69.50  73.30  72.90  69.30  53.90  38.20  35.80   
36003022019  28.40  34.10  37.30  53.20  63.40  67.70  74.20  71.30  68.70  56.20  38.00  35.60   
36003022020  35.00  34.20  45.60  47.20  57.80  69.20  76.80  73.40  64.40  54.20  46.90  34.00   
36003022021  30.80  28.50  44.60  51.60  58.20  70.20  72.40  74.00  66.20  59.80  41.00 -99.90   
